City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Buluang,PH,2022-02-05 21:48:06,13.3068,123.3425,71.15,93,67,3.65
295,Mwanza,TZ,2022-02-05 21:48:07,-2.5167,32.9,65.32,85,93,0.72
296,Mastic Beach,US,2022-02-05 21:44:06,40.7668,-72.8521,27.54,58,54,5.01
297,Vila Velha,BR,2022-02-05 21:44:58,-20.3297,-40.2925,78.75,86,40,4.0
298,Wagar,SD,2022-02-05 21:48:07,16.1525,36.2032,65.08,55,0,13.69
299,Chokurdakh,RU,2022-02-05 21:45:18,70.6333,147.9167,-31.27,100,100,1.68
300,Houlton,US,2022-02-05 21:48:08,46.1262,-67.8403,12.61,72,100,11.5
301,Nago,JP,2022-02-05 21:48:08,26.5881,127.9761,57.27,66,93,12.33
302,Peniche,PT,2022-02-05 21:48:09,39.3558,-9.3811,55.62,83,0,14.58
303,Damaturu,NG,2022-02-05 21:48:09,11.747,11.9608,62.62,26,0,9.13
304,Waingapu,ID,2022-02-05 21:48:10,-9.6567,120.2641,78.3,88,99,6.22
305,Kerema,PG,2022-02-05 21:48:10,-7.9631,145.7785,78.84,79,100,8.16
306,Sorland,NO,2022-02-05 21:48:11,67.667,12.6934,39.47,71,98,26.11
307,Erdaojiang,CN,2022-02-05 21:48:11,41.7764,126.0319,-1.14,100,95,1.77
308,Athabasca,CA,2022-02-05 21:46:06,54.7169,-113.2854,31.6,89,96,12.17
309,Inhambane,MZ,2022-02-05 21:48:12,-23.865,35.3833,78.13,73,7,16.15
310,Kavaratti,IN,2022-02-05 21:48:12,10.5669,72.642,78.08,63,15,8.9
311,Asfi,MA,2022-02-05 21:48:13,32.2994,-9.2372,59.54,72,64,22.68
312,Werda,BW,2022-02-05 21:48:13,-25.2667,23.2833,75.58,54,33,10.4
313,Gejiu,CN,2022-02-05 21:48:13,23.306,103.1635,40.03,97,99,5.46
314,Fortuna,US,2022-02-05 21:46:53,40.5982,-124.1573,58.93,63,0,5.01
315,Ambilobe,MG,2022-02-05 21:48:14,-13.2,49.05,72.95,95,95,4.25
316,Envira,BR,2022-02-05 21:48:14,-7.3,-70.2167,78.04,94,60,2.37
317,Chapais,CA,2022-02-05 21:47:46,49.7834,-74.8492,1.18,86,94,7.56
318,Quatre Cocos,MU,2022-02-05 21:48:15,-20.2078,57.7625,79.09,82,100,17.4
319,Port Macquarie,AU,2022-02-05 21:45:51,-31.4333,152.9167,65.89,74,96,14.94
320,Youghal,IE,2022-02-05 21:48:15,51.95,-7.8506,49.21,87,100,26.64
321,Mackay,AU,2022-02-05 21:48:16,-21.15,149.2,72.68,83,100,13.8
322,Adre,TD,2022-02-05 21:48:16,13.4667,22.2,61.09,18,10,17.05
323,Gao,ML,2022-02-05 21:48:17,16.6362,1.637,64.45,13,0,11.7
324,Lapi,PH,2022-02-05 21:49:17,17.716,121.8978,70.23,96,100,3.09
325,Maldonado,UY,2022-02-05 21:49:17,-34.6667,-54.9167,69.19,76,70,10.78
326,Visby,SE,2022-02-05 21:49:18,57.6409,18.296,37.06,87,55,18.41
327,Isangel,VU,2022-02-05 21:49:18,-19.55,169.2667,86.11,84,75,11.5
328,Gatton,AU,2022-02-05 21:49:19,-27.55,152.2833,72.0,57,57,12.84
329,Arak,IR,2022-02-05 21:49:19,34.0917,49.6892,30.11,79,4,8.41
330,Ordu,TR,2022-02-05 21:49:19,40.9086,37.6845,28.9,74,88,8.46
331,Rabo De Peixe,PT,2022-02-05 21:45:41,37.8,-25.5833,58.28,86,20,10.36
332,Fare,PF,2022-02-05 21:49:20,-16.7,-151.0167,81.36,72,16,20.27
333,Bontang,ID,2022-02-05 21:49:20,0.1333,117.5,76.41,90,100,7.27
334,Torbay,CA,2022-02-05 21:44:30,47.6666,-52.7314,50.77,94,100,20.71
335,Salta,AR,2022-02-05 21:49:21,-24.7859,-65.4117,75.79,53,75,9.22
336,Barahona,DO,2022-02-05 21:45:02,18.2085,-71.1008,84.02,58,20,14.97
337,Bonthe,SL,2022-02-05 21:49:21,7.5264,-12.505,77.52,84,42,7.47
338,Natitingou,BJ,2022-02-05 21:49:22,10.3042,1.3796,77.05,16,0,6.8
339,Humaita,BR,2022-02-05 21:49:22,-7.5061,-63.0208,78.48,84,100,3.27
340,Kahta,TR,2022-02-05 21:45:55,37.7855,38.6237,34.97,60,6,2.42
341,Ancud,CL,2022-02-05 21:39:28,-41.8697,-73.8203,70.23,63,15,4.76
342,Marsa Matruh,EG,2022-02-05 21:49:23,31.3525,27.2453,55.56,73,0,9.89
343,Liberia,LR,2022-02-05 21:49:24,6.5,-9.5,77.2,82,60,5.3
344,Puerto Maldonado,PE,2022-02-05 21:49:24,-12.6,-69.1833,78.42,93,99,2.06
345,Erzin,TR,2022-02-05 21:49:25,36.9559,36.2,43.52,77,43,3.44
346,Ust-Omchug,RU,2022-02-05 21:49:25,61.15,149.6333,-26.95,85,40,2.24
347,East London,ZA,2022-02-05 21:41:55,-33.0153,27.9116,69.35,88,100,16.53
348,Skibbereen,IE,2022-02-05 21:49:25,51.55,-9.2667,51.12,88,100,31.83
349,Pasighat,IN,2022-02-05 21:49:26,28.0667,95.3333,50.18,92,57,4.25
350,Shakiso,ET,2022-02-05 21:49:26,5.75,38.9167,59.34,31,100,2.73
351,Finschhafen,PG,2022-02-05 21:46:55,-6.6024,147.8681,82.58,78,100,11.32
352,Shimoda,JP,2022-02-05 21:49:27,34.6667,138.95,33.1,61,5,26.44
353,Talnakh,RU,2022-02-05 21:41:30,69.4865,88.3972,-17.84,100,99,2.71
354,Zavyalovo,RU,2022-02-05 21:49:27,54.5053,82.4484,6.62,92,98,4.09
355,Karrapur,IN,2022-02-05 21:49:28,23.95,78.85,51.33,45,1,4.76
356,Haverfordwest,GB,2022-02-05 21:49:28,51.8017,-4.9691,50.05,88,100,20.0
357,Vanimo,PG,2022-02-05 21:49:29,-2.6741,141.3028,78.71,87,100,4.38
358,Alakurtti,RU,2022-02-05 21:49:29,66.9672,30.3491,20.62,95,100,7.87
359,Luanda,AO,2022-02-05 21:49:30,-8.8368,13.2343,77.0,78,40,9.22
360,Pangnirtung,CA,2022-02-05 21:49:30,66.1451,-65.7125,-27.31,100,100,1.14
361,Hidalgo,MX,2022-02-05 21:49:30,20.5,-99.0,56.17,53,17,7.25
362,Port Lincoln,AU,2022-02-05 21:48:04,-34.7333,135.8667,71.69,65,98,16.58
363,Manbij,SY,2022-02-05 21:49:31,36.5281,37.9549,36.37,75,31,5.99
364,Morro Da Fumaca,BR,2022-02-05 21:49:31,-28.6508,-49.21,74.66,92,100,2.06
365,Darhan,MN,2022-02-05 21:41:59,49.4867,105.9228,-4.92,92,98,6.24
366,Egvekinot,RU,2022-02-05 21:49:32,66.3167,-179.1667,-9.54,86,10,12.46
367,Porto Torres,IT,2022-02-05 21:49:32,40.835,8.3972,51.1,77,98,3.67
368,Los Llanos De Aridane,ES,2022-02-05 21:41:56,28.6585,-17.9182,62.35,64,0,1.99
369,Rocha,UY,2022-02-05 21:49:33,-34.4833,-54.3333,67.62,78,33,12.12
370,Tibati,CM,2022-02-05 21:41:58,6.4667,12.6333,70.95,18,19,7.45
371,Dire Dawa,ET,2022-02-05 21:50:33,9.5931,41.8661,66.43,22,4,1.63
372,Bosaso,SO,2022-02-05 21:50:34,11.2842,49.1816,72.41,69,78,2.55
373,Pisco,PE,2022-02-05 21:50:34,-13.7,-76.2167,75.02,83,0,9.22
374,Mayor Pablo Lagerenza,PY,2022-02-05 21:50:35,-19.9309,-60.7718,74.19,93,98,7.58
375,Georgiyevskoye,RU,2022-02-05 21:50:35,58.731,45.024,11.8,97,99,3.44
376,Agde,FR,2022-02-05 21:50:36,43.3108,3.4758,47.44,73,0,5.01
377,Tuatapere,NZ,2022-02-05 21:50:36,-46.1333,167.6833,55.81,78,99,3.4
378,Sao Filipe,CV,2022-02-05 21:50:36,14.8961,-24.4956,73.15,70,0,10.2
379,San Cristobal,VE,2022-02-05 21:48:12,7.7669,-72.225,75.38,85,84,2.55
380,Provideniya,RU,2022-02-05 21:45:51,64.3833,-173.3,-4.45,85,2,10.25
381,Roswell,US,2022-02-05 21:50:37,34.0232,-84.3616,48.78,40,0,1.99
382,Lorengau,PG,2022-02-05 21:47:28,-2.0226,147.2712,82.44,73,81,6.76
383,Gazojak,TM,2022-02-05 21:50:38,41.1875,61.4036,42.69,90,99,23.91
384,Lipetsk,RU,2022-02-05 21:50:38,52.6031,39.5708,-2.15,100,58,4.85
385,Eatonton,US,2022-02-05 21:50:39,33.3268,-83.3885,51.01,39,0,4.68
386,Bathsheba,BB,2022-02-05 21:45:45,13.2167,-59.5167,81.21,61,20,13.8
387,Alice Springs,AU,2022-02-05 21:47:28,-23.7,133.8833,58.55,88,0,0.0
388,Bud,US,2022-02-05 21:50:39,39.447,-86.1758,24.67,70,8,4.38
389,Newport,GB,2022-02-05 21:50:40,51.5877,-2.9984,50.86,86,100,5.99
390,Pacific Grove,US,2022-02-05 21:48:21,36.6177,-121.9166,68.58,48,0,1.99
391,Komsomolskiy,UZ,2022-02-05 21:50:40,40.4272,71.7189,38.62,35,100,2.3
392,Praia Da Vitoria,PT,2022-02-05 21:50:41,38.7333,-27.0667,57.76,94,75,15.82
393,Progreso,MX,2022-02-05 21:50:41,21.2833,-89.6667,73.51,74,71,17.98
394,Baruun-Urt,MN,2022-02-05 21:50:41,46.6806,113.2792,-2.85,91,9,5.84
395,Sambava,MG,2022-02-05 21:50:42,-14.2667,50.1667,75.49,89,100,4.41
396,Hofn,IS,2022-02-05 21:50:42,64.2539,-15.2082,27.19,61,72,11.83
397,Pitimbu,BR,2022-02-05 21:50:43,-7.4706,-34.8086,81.19,68,40,11.59
398,Ilulissat,GL,2022-02-05 21:49:31,69.2167,-51.1,5.02,51,75,14.97
399,Saint Anthony,US,2022-02-05 21:50:43,45.0205,-93.218,24.89,62,0,5.01
400,Stara Zagora,BG,2022-02-05 21:50:43,42.4328,25.6419,38.91,79,86,3.89
401,Srednekolymsk,RU,2022-02-05 21:50:44,67.45,153.6833,-39.62,99,36,2.55
402,Chachapoyas,PE,2022-02-05 21:50:44,-6.2317,-77.869,62.92,82,82,3.8
403,Tabas,IR,2022-02-05 21:48:49,33.5959,56.9244,45.25,64,1,4.23
404,Tokur,RU,2022-02-05 21:50:45,53.1333,132.9,-14.69,99,100,2.26
405,Anaco,VE,2022-02-05 21:50:35,9.4389,-64.4728,81.14,52,99,10.54
406,Vostok,RU,2022-02-05 21:42:06,46.4856,135.8833,-12.46,99,100,3.0
407,Fonte Boa,BR,2022-02-05 21:50:46,-2.4959,-66.2662,76.15,91,100,0.94
408,Ekibastuz,KZ,2022-02-05 21:50:46,51.6667,75.3667,9.37,72,1,11.7
409,Tullahoma,US,2022-02-05 21:50:46,35.362,-86.2094,38.21,50,0,0.0
410,Alta Floresta,BR,2022-02-05 21:50:47,-9.8756,-56.0861,84.02,79,40,2.3
411,Gamba,GA,2022-02-05 21:50:47,-2.65,10.0,76.41,86,39,5.57
412,Salaya,IN,2022-02-05 21:50:48,22.3167,69.6,66.51,72,0,5.97
413,Trofors,NO,2022-02-05 21:50:48,65.5333,13.4063,34.02,92,88,6.89
414,Makakilo City,US,2022-02-05 21:50:49,21.3469,-158.0858,80.92,65,40,5.75
415,Mildura,AU,2022-02-05 21:50:49,-34.2,142.15,73.08,43,28,10.36
416,San Carlos De Bariloche,AR,2022-02-05 21:50:49,-41.1456,-71.3082,76.24,22,20,9.22
417,Kiama,AU,2022-02-05 21:50:50,-34.6833,150.8667,70.0,82,94,15.48
418,Bijie,CN,2022-02-05 21:51:50,27.3125,105.2942,35.91,97,100,4.54
419,Antofagasta,CL,2022-02-05 21:51:51,-23.65,-70.4,69.08,72,6,7.81
420,Roma,US,2022-02-05 21:51:51,43.2128,-75.4557,15.66,59,0,16.11
421,Nikolskoye,RU,2022-02-05 21:51:51,59.7035,30.7861,24.71,95,100,8.19
422,Los Angeles,US,2022-02-05 21:49:36,34.0522,-118.2437,76.6,17,0,0.0
423,Labrea,BR,2022-02-05 21:51:52,-7.2586,-64.7981,78.21,81,96,2.44
424,Phibun Mangsahan,TH,2022-02-05 21:51:53,15.2447,105.2291,64.38,79,10,5.59
425,Aleksandrov Gay,RU,2022-02-05 21:51:53,50.147,48.5704,8.55,96,81,9.28
426,Gibraltar,GI,2022-02-05 21:51:53,36.1447,-5.3526,53.53,87,21,12.33
427,Guerrero Negro,MX,2022-02-05 21:49:32,27.9769,-114.0611,70.09,22,0,7.52
428,Pochutla,MX,2022-02-05 21:51:54,15.7432,-96.4661,88.83,37,2,6.04
429,Hopfgarten,DE,2022-02-05 21:51:54,50.9833,11.2667,39.96,75,100,20.94
430,Wanning,CN,2022-02-05 21:51:55,18.8003,110.3967,65.66,86,91,9.08
431,Rafraf,TN,2022-02-05 21:51:55,37.1904,10.1837,53.91,81,98,17.09
432,Hauterive,FR,2022-02-05 21:51:55,46.0901,3.4459,35.76,91,22,3.04
433,Namibe,AO,2022-02-05 21:48:07,-15.1961,12.1522,73.35,67,100,10.49
434,Duda,RO,2022-02-05 21:51:56,46.7525,28.0372,35.42,75,100,12.39
435,Canmore,CA,2022-02-05 21:50:26,51.0834,-115.3521,41.11,41,91,8.05
436,Kangaatsiaq,GL,2022-02-05 21:51:57,68.3065,-53.4641,-7.87,96,76,6.87
437,Jining,CN,2022-02-05 21:48:33,35.405,116.5814,27.93,36,95,2.91
438,Garissa,KE,2022-02-05 21:41:58,-0.4536,39.6401,78.6,71,100,12.41
439,Crotone,IT,2022-02-05 21:51:57,39.0851,17.1178,53.69,67,98,5.73
440,Sisimiut,GL,2022-02-05 21:49:09,66.9395,-53.6735,1.08,80,100,13.69
441,Basco,PH,2022-02-05 21:51:58,20.4487,121.9702,72.41,74,53,28.36
442,Bjornevatn,NO,2022-02-05 21:51:58,69.6672,29.9847,19.74,86,100,23.02
443,Zagora,MA,2022-02-05 21:51:59,30.3484,-5.8365,62.06,29,100,1.21
444,Raudeberg,NO,2022-02-05 21:51:59,61.9875,5.1352,38.07,92,100,8.99
445,Ust-Koksa,RU,2022-02-05 21:51:59,50.2696,85.6108,-5.15,82,50,1.16
446,Katobu,ID,2022-02-05 21:52:00,-4.9408,122.5276,75.02,91,98,2.55
447,Cruzeiro Do Sul,BR,2022-02-05 21:52:00,-29.5128,-51.9853,76.51,89,95,3.09
448,Belmonte,BR,2022-02-05 21:45:39,-15.8631,-38.8828,75.7,85,77,7.56
449,Port Keats,AU,2022-02-05 21:52:01,-14.25,129.55,77.61,87,97,5.75
450,Ginda,IN,2022-02-05 21:52:01,30.6945,78.4932,36.59,38,29,6.55
451,Bima,ID,2022-02-05 21:52:02,-8.4667,118.7167,76.37,95,100,3.56
452,Lazaro Cardenas,MX,2022-02-05 21:52:02,17.9583,-102.2,81.21,58,0,9.33
453,Port Hedland,AU,2022-02-05 21:49:23,-20.3167,118.5667,82.45,83,87,6.91
454,Shenzhen,CN,2022-02-05 21:52:03,22.5455,114.0683,60.13,89,100,7.02
455,Great Falls,US,2022-02-05 21:52:03,47.5002,-111.3008,43.99,42,100,13.0
456,Port Huron,US,2022-02-05 21:52:03,42.9709,-82.4249,22.08,65,0,8.99
457,San Andres,CO,2022-02-05 21:49:21,12.5847,-81.7006,82.42,69,40,6.91
458,Neiafu,TO,2022-02-05 21:47:59,-18.65,-173.9833,77.68,100,100,6.91
459,Koygorodok,RU,2022-02-05 21:52:04,60.445,50.9968,10.98,96,68,5.99
460,Qasigiannguit,GL,2022-02-05 21:52:05,68.8193,-51.1922,-3.08,80,100,6.22
461,Masallatah,LY,2022-02-05 21:52:05,32.6167,14.0,57.67,43,72,4.09
462,Lumsden,CA,2022-02-05 21:52:06,50.6501,-104.8678,23.97,93,100,9.57
463,Mandera,KE,2022-02-05 21:50:48,3.9366,41.867,82.83,19,100,6.78
464,Chibombo,ZM,2022-02-05 21:53:06,-14.6569,28.0706,62.91,98,72,3.71
465,Palmer,US,2022-02-05 21:53:07,42.1584,-72.3287,22.66,57,20,4.0
466,Dogondoutchi,NE,2022-02-05 21:53:07,13.6393,4.0287,68.79,14,0,11.34
467,Khuzhir,RU,2022-02-05 21:53:07,53.1939,107.3397,13.08,94,99,6.02
468,Satis,RU,2022-02-05 21:53:08,54.9229,43.2298,-0.36,100,100,2.57
469,Agadez,NE,2022-02-05 21:48:12,19.75,10.25,54.25,26,0,2.48
470,Richards Bay,ZA,2022-02-05 21:41:39,-28.783,32.0377,72.14,86,100,8.05
471,Inirida,CO,2022-02-05 21:53:08,3.8653,-67.9239,79.07,84,97,3.71
472,Debre Tabor,ET,2022-02-05 21:53:09,11.85,38.0167,54.21,67,76,0.78
473,Hamburg,DE,2022-02-05 21:53:09,53.55,10.0,41.77,91,75,20.71
474,Wuhu,CN,2022-02-05 21:53:10,31.3366,118.3755,31.91,69,93,8.86
475,Kawalu,ID,2022-02-05 21:47:01,-7.3817,108.2082,72.68,95,94,2.55
476,Tessalit,ML,2022-02-05 21:45:47,20.1986,1.0114,64.11,13,0,10.42
477,Havelock,US,2022-02-05 21:53:11,34.8791,-76.9013,46.92,51,0,3.0
478,Shelburne,CA,2022-02-05 21:42:04,44.0787,-80.2041,14.45,87,68,3.2
479,Urumqi,CN,2022-02-05 21:52:02,43.801,87.6005,-4.85,92,72,2.24
480,Half Moon Bay,US,2022-02-05 21:53:12,37.4636,-122.4286,66.9,45,0,5.75
481,San Juan De Los Morros,VE,2022-02-05 21:53:12,9.9115,-67.3538,86.38,36,12,2.21
482,Varkaus,FI,2022-02-05 21:53:12,62.3153,27.873,21.31,95,100,7.2
483,Santa Ana,US,2022-02-05 21:53:13,33.7456,-117.8678,76.86,17,20,5.01
484,Renqiu,CN,2022-02-05 21:53:13,38.6989,116.0936,25.02,40,24,3.0
485,Caravelas,BR,2022-02-05 21:44:25,-17.7125,-39.2481,77.67,79,100,9.08
486,Maceio,BR,2022-02-05 21:53:14,-9.6658,-35.7353,78.24,73,0,5.75
487,Barguzin,RU,2022-02-05 21:53:14,53.6167,109.6167,1.81,97,99,2.24
488,Abu Kamal,SY,2022-02-05 21:53:14,34.4506,40.9171,49.64,59,4,9.82
489,Tiznit,MA,2022-02-05 21:46:10,29.5833,-9.5,64.96,26,80,3.89
490,Karaton,ID,2022-02-05 21:53:15,-6.3424,106.1045,75.36,96,99,8.93
491,Sioux Lookout,CA,2022-02-05 21:42:44,50.1001,-91.917,8.98,72,100,10.36
492,Grande Prairie,CA,2022-02-05 21:52:53,55.1667,-118.8027,37.58,60,75,19.57
493,Auki,SB,2022-02-05 21:53:16,-8.7676,160.7034,82.89,81,88,5.73
494,Carutapera,BR,2022-02-05 21:53:16,-1.195,-46.02,75.49,94,100,7.09
495,Ossora,RU,2022-02-05 21:53:17,59.2353,163.0719,13.26,82,100,10.16
496,Llanes,ES,2022-02-05 21:53:17,43.4198,-4.7549,41.27,73,11,5.12
497,Malabo,GQ,2022-02-05 21:53:17,3.75,8.7833,78.66,89,20,4.61
498,Isla Mujeres,MX,2022-02-05 21:53:18,21.2311,-86.731,80.17,78,63,12.91
499,Port-Gentil,GA,2022-02-05 21:52:06,-0.7193,8.7815,80.56,83,40,6.91
500,La Ronge,CA,2022-02-05 21:53:18,55.1001,-105.2842,-5.55,65,100,5.75
501,Penne,IT,2022-02-05 21:53:19,42.4538,13.9299,46.81,83,32,3.11
502,Longford,IE,2022-02-05 21:53:19,53.7333,-7.8,44.35,91,100,18.43
503,Coahuayana,MX,2022-02-05 21:40:16,18.7333,-103.6833,84.78,46,14,8.14
504,Kanker,IN,2022-02-05 21:53:20,20.2719,81.4931,55.2,31,80,2.59
505,Gbadolite,CD,2022-02-05 21:53:20,4.2833,21.0167,77.32,37,99,2.59
506,Atar,MR,2022-02-05 21:47:02,20.5169,-13.0499,73.15,10,0,4.12
507,Prado,BR,2022-02-05 21:53:21,-17.3411,-39.2208,77.86,80,100,10.33
508,Ternate,ID,2022-02-05 21:53:21,0.8,127.4,79.7,83,100,9.13
509,Jalu,LY,2022-02-05 21:46:53,29.0331,21.5482,56.46,47,0,5.53
510,Channel-Port Aux Basques,CA,2022-02-05 21:53:21,47.5702,-59.1367,27.19,86,100,16.13
511,Itaituba,BR,2022-02-05 21:53:22,-4.2761,-55.9836,80.76,100,40,11.5
512,San,ML,2022-02-05 21:54:22,13.3034,-4.8956,76.35,9,0,9.24
513,Kasongo-Lunda,CD,2022-02-05 21:54:23,-6.4667,16.8167,69.21,98,89,1.07
514,Lingen,DE,2022-02-05 21:54:23,52.5167,7.3167,44.78,68,100,25.64
515,Borogontsy,RU,2022-02-05 21:54:24,62.6683,131.1683,-33.25,98,98,1.19
516,Bageshwar,IN,2022-02-05 21:54:24,29.85,79.7667,40.53,75,0,2.21
517,Acapulco,MX,2022-02-05 21:50:08,16.8634,-99.8901,83.32,53,0,10.67
518,Hihya,EG,2022-02-05 21:54:25,30.6713,31.588,58.08,88,0,4.83
519,Cap Malheureux,MU,2022-02-05 21:54:25,-19.9842,57.6142,79.47,78,100,8.01
520,Uthal,PK,2022-02-05 21:54:26,25.8072,66.6219,65.32,77,0,1.74
521,Tupik,RU,2022-02-05 21:54:26,54.4253,119.9327,-15.32,97,91,2.46
522,Vila Franca Do Campo,PT,2022-02-05 21:54:26,37.7167,-25.4333,60.19,82,89,11.39
523,Matara,LK,2022-02-05 21:53:18,5.9485,80.5353,72.68,91,50,7.43
524,Chumikan,RU,2022-02-05 21:54:27,54.7183,135.315,-2.47,79,100,13.04
525,Mandalgovi,MN,2022-02-05 21:54:27,45.7625,106.2708,1.99,71,0,6.78
526,Koungou,YT,2022-02-05 21:54:28,-12.7336,45.2042,83.91,79,0,10.36
527,Chimoio,MZ,2022-02-05 21:54:28,-19.1164,33.4833,69.66,94,20,3.18
528,Northam,GB,2022-02-05 21:53:01,51.0333,-4.2167,51.35,89,100,30.65
529,Washington,US,2022-02-05 21:49:58,47.5001,-120.5015,49.95,43,6,3.02
530,Hambantota,LK,2022-02-05 21:46:58,6.1241,81.1185,73.74,100,59,8.05
531,Mountain Home,US,2022-02-05 21:54:29,43.133,-115.6912,39.42,100,0,13.8
532,Colac,AU,2022-02-05 21:54:29,-38.3333,143.5833,68.02,68,44,10.11
533,Riberalta,BO,2022-02-05 21:53:13,-10.9833,-66.1,77.2,94,75,5.75
534,Saint-Georges,GD,2022-02-05 21:53:26,12.0564,-61.7485,83.88,65,20,17.27
535,Kanniyakumari,IN,2022-02-05 21:54:30,8.0833,77.5667,77.74,82,73,14.43
536,Saint George,US,2022-02-05 21:53:31,37.1041,-113.5841,61.27,17,38,1.99
537,Smithers,CA,2022-02-05 21:54:31,54.7804,-127.1743,39.52,65,75,0.0
538,Westport,US,2022-02-05 21:54:31,41.1415,-73.3579,26.8,63,14,5.01
539,Pontian Kecil,MY,2022-02-05 21:54:31,1.4801,103.3899,77.38,93,100,7.38
540,Hastings,GB,2022-02-05 21:54:32,50.8552,0.5729,51.39,82,100,33.22
541,Zyryanka,RU,2022-02-05 21:46:52,65.75,150.85,-41.01,100,52,2.57
542,Petropavlovsk-Kamchatskiy,RU,2022-02-05 21:42:30,53.0452,158.6483,16.39,62,20,11.18
543,Paramonga,PE,2022-02-05 21:54:33,-10.6667,-77.8333,73.76,75,21,11.68
544,Dicabisagan,PH,2022-02-05 21:54:33,17.0818,122.4157,73.13,89,94,9.48
545,Northport,US,2022-02-05 21:53:44,33.229,-87.5772,45.68,41,0,3.0
546,Nizwa,OM,2022-02-05 21:54:34,22.9333,57.5333,67.51,32,0,0.11
547,Roebourne,AU,2022-02-05 21:54:34,-20.7833,117.1333,83.34,76,64,6.71
548,Losal,IN,2022-02-05 21:54:34,27.4,74.9167,53.2,39,0,7.47
549,Langnau,CH,2022-02-05 21:54:35,46.9394,7.7874,35.1,83,5,4.43
550,Loandjili,CG,2022-02-05 21:54:35,-4.7561,11.8578,78.91,89,20,3.44
551,Batagay-Alyta,RU,2022-02-05 21:54:36,67.8006,130.4114,-25.91,99,96,3.69
552,Balabac,PH,2022-02-05 21:54:36,7.9868,117.0645,80.15,82,46,22.44
553,Lander,US,2022-02-05 21:54:36,42.833,-108.7307,41.81,34,3,10.85
554,Paamiut,GL,2022-02-05 21:50:51,61.994,-49.6678,-4.04,86,77,10.51
555,Nishihara,JP,2022-02-05 21:54:37,26.1842,127.7558,56.48,58,20,18.41
556,Bayir,TR,2022-02-05 21:54:38,37.2687,28.2167,32.52,69,27,1.57
557,Altona,DE,2022-02-05 21:54:38,53.55,9.9333,41.63,91,100,19.57
558,Ust-Kuyga,RU,2022-02-05 21:55:38,70.0167,135.6,-36.72,99,100,4.56
559,Grajau,BR,2022-02-05 21:55:39,-5.8194,-46.1386,75.25,93,99,3.02
560,Ouallam,NE,2022-02-05 21:55:39,14.3188,2.0866,69.26,13,1,10.54
561,Stawell,AU,2022-02-05 21:55:39,-37.05,142.7667,67.96,46,15,7.2
562,Boca Do Acre,BR,2022-02-05 21:50:54,-8.7522,-67.3978,80.4,76,96,3.85
563,Vicuna,CL,2022-02-05 21:55:40,-30.0319,-70.7081,86.77,31,0,8.5
564,Gus-Zheleznyy,RU,2022-02-05 21:55:40,55.0581,41.1656,-2.24,100,81,2.98
565,Jiaozhou,CN,2022-02-05 21:55:41,36.2839,120.0033,21.16,38,5,5.73
566,Tilichiki,RU,2022-02-05 21:55:34,60.4667,166.1,-6.95,77,19,8.41
567,Nioro,GM,2022-02-05 21:55:41,13.35,-15.75,83.52,10,0,3.2
568,Alofi,NU,2022-02-05 21:55:42,-19.0595,-169.9187,76.89,100,98,1.14
569,Amapa,BR,2022-02-05 21:55:42,1.0,-52.0,73.45,98,96,2.86
570,Jacareacanga,BR,2022-02-05 21:55:42,-6.2222,-57.7528,77.72,94,86,0.78
571,Sao Joao Da Barra,BR,2022-02-05 21:55:43,-21.6403,-41.0511,82.49,83,32,26.91
572,Kendari,ID,2022-02-05 21:55:43,-3.945,122.4989,76.53,92,100,4.03
573,Sakaiminato,JP,2022-02-05 21:55:44,35.55,133.2333,33.78,80,75,13.8
574,Lamu,KE,2022-02-05 21:55:44,-2.2717,40.902,79.02,89,100,8.1
